LOCATION,MEASURE,TIME,Value
GBR,HR_WKD,2003,1534.197021
GBR,HR_WKD,2004,1533.823649
GBR,HR_WKD,2005,1544.036149
GBR,HR_WKD,2006,1536.39004
GBR,HR_WKD,2007,1541.168858
GBR,HR_WKD,2008,1524.920877
GBR,HR_WKD,2009,1516.319004
GBR,HR_WKD,2010,1507.239249
GBR,HR_WKD,2011,1515.36324
GBR,HR_WKD,2012,1531.054148
GBR,HR_WKD,2013,1533.518242
GBR,HR_WKD,2014,1542.218778
GBR,HR_WKD,2015,1525.127382
GBR,HR_WKD,2016,1541.275306
GBR,HR_WKD,2017,1535.679598
GBR,HR_WKD,2018,1536.175707
GBR,HR_WKD,2019,1537.043278
GBR,HR_WKD,2020,1364.382892
GBR,HR_WKD,2021,1498.086923
GBR,HR_WKD,2022,1531.714776
USA,HR_WKD,1996,1887.025917
USA,HR_WKD,1997,1892.505917
USA,HR_WKD,1998,1891.634667
USA,HR_WKD,1999,1888.215333
USA,HR_WKD,2000,1879.8455
USA,HR_WKD,2001,1857.76125
USA,HR_WKD,2002,1854.013333
USA,HR_WKD,2003,1843.041667
USA,HR_WKD,2004,1844.0625
USA,HR_WKD,2005,1842.13425
USA,HR_WKD,2006,1843.688
USA,HR_WKD,2007,1842.9275
USA,HR_WKD,2008,1829.389833
USA,HR_WKD,2009,1798.7775
USA,HR_WKD,2010,1810.3875
USA,HR_WKD,2011,1820.304167
USA,HR_WKD,2012,1828.1165
USA,HR_WKD,2013,1826.487
USA,HR_WKD,2014,1830.359583
USA,HR_WKD,2015,1831.1175
USA,HR_WKD,2016,1823.41575
USA,HR_WKD,2017,1821.498
USA,HR_WKD,2018,1826.71
USA,HR_WKD,2019,1823.629583
USA,HR_WKD,2020,1799.777
USA,HR_WKD,2021,1819.895
USA,HR_WKD,2022,1810.944
